eBird species code 2018,sort v2018,category,English name,scientific name,range,order,family,eBird species group,extinct,extinct year,,,,,,,,,,,,,,,,,,,
safspa1,30779.0,species,Sao Francisco Sparrow,Arremon franciscanus,e Brazil (interior of Minas Gerais and Bahia),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
hacspa1,30780.0,species,Half-collared Sparrow,Arremon semitorquatus,SE Brazil (Rio de Janeiro to Rio Grande do Sul),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
sabspa1,30781.0,species,Saffron-billed Sparrow,Arremon flavirostris,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
sabspa4,30782.0,group (monotypic),Saffron-billed Sparrow (Stripe-crowned),Arremon flavirostris dorbignii,base of the Andes of eastern Bolivia (La Paz to Tarija) and northwestern Argentina (south to Catamarca),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
sabspa2,30783.0,group (monotypic),Saffron-billed Sparrow (Gray-backed),Arremon flavirostris polionotus,"eastern Bolivia, south central Brazil (western São Paulo to Mato Grosso do Sul, southern Mato Grosso, and northern and western Paraná), Paraguay, and northeastern Argentina",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
sabspa3,30784.0,group (monotypic),Saffron-billed Sparrow (Saffron-billed),Arremon flavirostris flavirostris,"interior of central eastern Brazil (Goiás, Minais Gerais, northern and eastern São Paulo, and adjacent eastern Mato Grosso do Sul; possibly also Bahia)",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
gsbfin1,30785.0,species,Green-striped Brushfinch,Arremon virenticeps,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30786.0,subspecies,,Arremon virenticeps verecundus,"Mountains of w Mexico (s Sinaloa, n Nayarit and s Durango)",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30787.0,subspecies,,Arremon virenticeps virenticeps,Mts. of w Mexico (Jalisco and Colima to Morelos and w Puebla),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
ccbfin,30788.0,species,Chestnut-capped Brushfinch,Arremon brunneinucha,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
chcbrf2,30789.0,group (monotypic),Chestnut-capped Brushfinch (Plain-breasted),Arremon brunneinucha apertus,S Mexico (Sierra de Tuxtla of s Veracruz),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
chcbrf1,30790.0,group (polytypic),Chestnut-capped Brushfinch (Chestnut-capped),Arremon brunneinucha [brunneinucha Group],,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30791.0,subspecies,,Arremon brunneinucha suttoni,Mountains of sw Mexico (Guerrero to central Oaxaca),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30792.0,subspecies,,Arremon brunneinucha nigrilatera,Mountains of s Mexico (Oaxaca),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30793.0,subspecies,,Arremon brunneinucha brunneinucha,Subtrop. e Mexico (San Luis Potosí and Veracruz to ne Oaxaca),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30794.0,subspecies,,Arremon brunneinucha macrourus,Mountains of s Mexico (Chiapas) and sw Guatemala,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30795.0,subspecies,,Arremon brunneinucha alleni,"Mountains of n El Salvador, Honduras and w Nicaragua",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30796.0,subspecies,,Arremon brunneinucha elsae,Mountains of Costa Rica to w and central Panama,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30797.0,subspecies,,Arremon brunneinucha frontalis,"Mts. of extreme e Panama to Colombia, w Venezuela and s Peru",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30798.0,subspecies,,Arremon brunneinucha allinornatus,Mountains of nw Venezuela (Falcón and Yaracuy),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30799.0,subspecies,,Arremon brunneinucha inornatus,Mts. of w-central Ecuador (Río Chimbo and Río Chanchan area),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
soffin1,30800.0,species,Sooty-faced Finch,Arremon crassirostris,humid montane forests of Costa Rica and western Panama; also on Cerro Tacaruna in extreme eastern Panama and adjacent Colombia,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
olifin1,30801.0,species,Olive Finch,Arremon castaneiceps,Locally in Andes of Colombia to Ecuador and se Peru,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
amtspa,30802.0,species,American Tree Sparrow,Spizelloides arborea,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30803.0,subspecies,,Spizelloides arborea arborea,NE Canada and Labrador; > to e-central US,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30804.0,subspecies,,Spizelloides arborea ochracea,N Alaska and n Yukon to n British Columbia; > to sw US,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
spizel,30805.0,spuh,Spizella sp./American Tree Sparrow,Spizella/Spizelloides sp.,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
foxspa,30806.0,species,Fox Sparrow,Passerella iliaca,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
foxsp2,30807.0,group (polytypic),Fox Sparrow (Sooty),Passerella iliaca [unalaschcensis Group],,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30808.0,subspecies,,Passerella iliaca unalaschcensis,E Aleutian Islands to Alaska Peninsula; > to s California,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30809.0,subspecies,,Passerella iliaca insularis,Alaska (Kodiak Island group); > to s California,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30810.0,subspecies,,Passerella iliaca sinuosa,Kenai Peninsula and Prince William Sound; > to nw Baja,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30811.0,subspecies,,Passerella iliaca annectens,Alaska (Yakutat Bay region); > to s California,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30812.0,subspecies,,Passerella iliaca townsendi,SE Alaska (Glacier Bay to Queen Charlotte Is.); > to c Calif.,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30813.0,subspecies,,Passerella iliaca chilcatensis,Alaska,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30814.0,subspecies,,Passerella iliaca fuliginosa,Coastal se Alaska to nw Washington; > to s California,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
foxsp4,30815.0,group (polytypic),Fox Sparrow (Thick-billed),Passerella iliaca [megarhyncha Group],,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30816.0,subspecies,,Passerella iliaca fulva,Oregon e of Cascades to ne California (Modoc); > to n Baja,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30817.0,subspecies,,Passerella iliaca megarhyncha,Mts. of sw Oregon to c Calif.; > to nw Baja,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30818.0,subspecies,,Passerella iliaca brevicauda,N and inner coast ranges of California; > to s California,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30819.0,subspecies,,Passerella iliaca stephensi,Sierra Nevada and high mts. of s Calif.; > lower elevations,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30820.0,subspecies,,Passerella iliaca monoensis,Mono Lake area of e-c Calif. and adj. Nevada; > to nw Baja,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
foxsp3,30821.0,group (polytypic),Fox Sparrow (Slate-colored),Passerella iliaca [schistacea Group],,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30822.0,subspecies,,Passerella iliaca altivagans,Mts. of British Columbia and sw Alberta; > to nw Baja,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30823.0,subspecies,,Passerella iliaca olivacea,Mts. of sw Br. Col. to central and e Washington; > to n Baja,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30824.0,subspecies,,Passerella iliaca schistacea,SW Br. Col. and sw Alberta to n Nevada; > to w Texas,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30825.0,subspecies,,Passerella iliaca swarthi,Mountains of nw Utah and se Idaho,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30826.0,subspecies,,Passerella iliaca canescens,Mts. of Inyo County (Calif.) and adj. Nevada; > to n Baja,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
foxsp1,30827.0,group (polytypic),Fox Sparrow (Red),Passerella iliaca iliaca/zaboria,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30828.0,subspecies,,Passerella iliaca zaboria,NW Alaska to sw Canada; > e of Great Plains to c and s US,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30829.0,subspecies,,Passerella iliaca iliaca,"Labrador and Newfoundland to se Quebec, Ontario; > e US",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
daejun,30830.0,species,Dark-eyed Junco,Junco hyemalis,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
daejun5,30831.0,form,Dark-eyed Junco (Slate-colored/cismontanus),Junco hyemalis hyemalis/carolinensis/cismontanus,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
slcjun,30832.0,group (polytypic),Dark-eyed Junco (Slate-colored),Junco hyemalis hyemalis/carolinensis,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30833.0,subspecies,,Junco hyemalis hyemalis,N Alaska and Yukon to n-central US; > to n Mexico,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30834.0,subspecies,,Junco hyemalis carolinensis,Appalachian Mountains to n Georgia,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
daejun1,30835.0,group (monotypic),Dark-eyed Junco (cismontanus),Junco hyemalis cismontanus,S-c Yukon to w-c Alberta; > to n Baja and central Texas,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
orejun,30836.0,group (polytypic),Dark-eyed Junco (Oregon),Junco hyemalis [oreganus Group],,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30837.0,subspecies,,Junco hyemalis oreganus,Coastal se Alaska to cent. Br. Col.; > to cent. California,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30838.0,subspecies,,Junco hyemalis montanus,"Interior Br. Col. and sw Alberta to e Oregon, w Montana, c Idaho",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30839.0,subspecies,,Junco hyemalis shufeldti,W slopes of coastal mts. from sw British Columbia to w Oregon,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30840.0,subspecies,,Junco hyemalis thurberi,"western United States. Breeds from southern Oregon south to southern California, and east to western Nevada; winters from Oregon south to northern Mexico (northern Baja Califoria) and east to Arizona and southwestern New Mexico",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30841.0,subspecies,,Junco hyemalis pinosus,Coastal ranges of California (San Francisco to s Monterey Co.),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30842.0,subspecies,,Junco hyemalis pontilis,Mountains of n Baja California (Sierra Juárez),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30843.0,subspecies,,Junco hyemalis townsendi,Mountains of n Baja California (San Pedro Mártir),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
pisjun,30844.0,group (monotypic),Dark-eyed Junco (Pink-sided),Junco hyemalis mearnsi,"SE Alberta, sw Saskatchewan to e Idaho, Montana, ne Wyoming",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
daejun3,30845.0,intergrade,Dark-eyed Junco (Oregon x Pink-sided),Junco hyemalis oreganus x mearnsi,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
whwjun,30846.0,group (monotypic),Dark-eyed Junco (White-winged),Junco hyemalis aikeni,"SE Montana to w South Dakota, ne Wyoming and nw Nebraska",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
daejun7,30847.0,intergrade,Dark-eyed Junco (Pink-sided x White-winged),Junco hyemalis mearnsi x aikeni,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
gyhjun,30848.0,group (monotypic),Dark-eyed Junco (Gray-headed),Junco hyemalis caniceps,"western United States. Breeds in mountains from southern Idaho east to Wyoming, south to southeastern California, eastern Nevada, and northern Arizona and New Mexico; winters from Utah and Colorado south to northern Mexico and east to southwestern Texas",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
daejun8,30849.0,intergrade,Dark-eyed Junco (Oregon x Gray-headed),Junco hyemalis oreganus x caniceps,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
daejun4,30850.0,intergrade,Dark-eyed Junco (Pink-sided x Gray-headed),Junco hyemalis mearnsi x caniceps,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
rebjun1,30851.0,group (monotypic),Dark-eyed Junco (Red-backed),Junco hyemalis dorsalis,"Mts. of New Mexico, n Arizona and extreme w Texas",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
daejun6,30852.0,intergrade,Dark-eyed Junco (Gray-headed x Red-backed),Junco hyemalis caniceps x dorsalis,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
daejun2,30853.0,species,Guadalupe Junco,Junco insularis,Oak-pine forests of Guadalupe I. (off w Baja California),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
yeejun,30854.0,species,Yellow-eyed Junco,Junco phaeonotus,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
yeejun1,30855.0,group (polytypic),Yellow-eyed Junco (Mexican),Junco phaeonotus phaeonotus/palliatus,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30856.0,subspecies,,Junco phaeonotus palliatus,"Mts. of s Arizona, sw New Mexico and n Mexico",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30857.0,subspecies,,Junco phaeonotus phaeonotus,"Mts. of c and s Mexico (Jalisco to Hidalgo, Veracruz and Oaxaca)",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
yeejun3,30858.0,group (monotypic),Yellow-eyed Junco (Chiapas),Junco phaeonotus fulvescens,Mts. of s Mexico (interior of Chiapas),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
yeejun4,30859.0,group (monotypic),Yellow-eyed Junco (Guatemalan),Junco phaeonotus alticola,Mts. of s Mexico (se Chiapas) and w Guatemala,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
x00869,30860.0,hybrid,Dark-eyed x Yellow-eyed Junco (hybrid),Junco hyemalis x phaeonotus,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
y00333,30861.0,slash,Dark-eyed/Yellow-eyed Junco,Junco hyemalis/phaeonotus,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
yeejun2,30862.0,species,Baird's Junco,Junco bairdi,Mts. of s Baja California (Sierra de la Laguna),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
voljun1,30863.0,species,Volcano Junco,Junco vulcani,Volcanic summits of Costa Rica and w Panama (Chiriquí),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
rucspa1,30864.0,species,Rufous-collared Sparrow,Zonotrichia capensis,,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
rucspa6,30865.0,group (polytypic),Rufous-collared Sparrow (Rufous-collared),Zonotrichia capensis [capensis Group],,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30866.0,subspecies,,Zonotrichia capensis septentrionalis,Highlands of s Mexico (Chiapas) to Guatemala and Honduras,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30867.0,subspecies,,Zonotrichia capensis antillarum,Cordillera Central of Dominican Republic,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30868.0,subspecies,,Zonotrichia capensis costaricensis,"Mts. of Costa Rica to w Panama; Andes of Colombia, w Venezuela",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30869.0,subspecies,,Zonotrichia capensis insularis,Aruba and Curaçao,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30870.0,subspecies,,Zonotrichia capensis venezuelae,Coastal cordillera of n Venezuela,Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30871.0,subspecies,,Zonotrichia capensis roraimae,"S Colombia (Meta) to e Venezuela, w Guyana and adj. n Brazil",Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30872.0,subspecies,,Zonotrichia capensis inaccessibilis,Tepuis of s Venezuela (Cerro de la Neblina),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30873.0,subspecies,,Zonotrichia capensis perezchinchillorum,Tepuis of s Venezuela (Amazonas),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30874.0,subspecies,,Zonotrichia capensis macconnelli,Tepuis of s Venezuela (Mt. Roraima),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30875.0,subspecies,,Zonotrichia capensis capensis,French Guiana (lower Oyapock River) and adj. Brazil (Amapá),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
,30876.0,subspecies,,Zonotrichia capensis tocantinsi,E Brazil (lower Amazonia along Rio Tocantins),Passeriformes,Passerellidae (New World Sparrows),New World Sparrows,,,,,,,,,,,,,,,,,,,,,
